TIME(S)	ANN
0.1861	28
0.5472	1
1.2750	1
1.9667	1
2.6806	1
3.3944	1
4.1083	1
4.8361	1
5.5972	1
6.3528	1
7.0833	1
7.7861	1
8.4778	1
9.1750	1
9.8972	1
10.6528	1
11.3944	1
12.1417	1
12.8750	1
13.6139	1
14.3167	1
15.0194	1
15.4472	5
16.4528	1
17.2083	1
17.9667	1
18.7111	1
19.4333	1
20.1278	1
20.8500	1
21.5750	1
22.0056	5
23.0278	1
23.7889	1
24.5250	1
25.2583	1
25.9722	1
26.6667	1
27.3472	1
28.0694	1
28.8333	1
29.5694	1
30.3000	1
31.0222	1
31.7333	1
32.4333	1
33.1417	1
33.8528	1
34.5806	1
35.0694	5
36.0750	1
36.8111	1
37.5194	1
38.2083	1
38.9056	1
39.5917	1
40.3250	1
41.0722	1
41.8139	1
42.5306	1
43.2639	1
43.9833	1
44.6778	1
45.3750	1
46.0833	1
46.8167	1
47.5778	1
48.3278	1
49.0556	1
49.7667	1
50.4667	1
51.1833	1
51.8944	1
52.6278	1
53.3694	1
54.1194	1
54.8528	1
55.5778	1
56.2833	1
56.9861	1
57.6778	1
58.4194	1
58.8944	5
59.9333	1
60.6611	1
61.3889	1
62.0861	1
62.7889	1
63.5000	1
64.2056	1
64.9333	1
65.6694	1
66.4333	1
67.1667	1
67.8583	1
68.5472	1
69.0056	5
69.9750	1
70.7278	1
71.4778	1
72.2139	1
72.9278	1
73.6556	1
74.3639	1
75.0556	1
75.7583	1
76.4694	1
77.2083	1
77.9611	1
78.7083	1
79.4167	1
80.0972	1
80.8028	1
81.5250	1
82.2361	1
82.9694	1
83.7139	1
84.4472	1
85.1722	1
85.3861	14
85.8806	1
86.5694	1
86.9611	14
87.2667	1
87.9694	1
88.7056	1
89.4639	1
90.2111	1
90.9306	1
91.6278	1
92.3167	1
93.0278	1
93.7472	1
94.4722	1
95.2056	1
95.9500	1
96.7167	1
97.4333	1
98.1167	1
98.8083	1
99.5278	1
100.2583	1
101.0167	1
101.7583	1
102.2028	5
103.1972	1
103.9250	1
104.6278	1
105.3194	1
106.0167	1
106.7500	1
107.4778	1
108.2194	1
108.9583	1
109.6583	1
110.3333	1
111.0417	1
111.7528	1
112.4694	1
113.1806	1
113.9139	1
114.6444	1
115.3528	1
116.0583	1
116.7417	1
117.4278	1
118.1222	1
118.8694	1
119.6056	1
120.3389	1
121.0361	1
121.7194	1
122.3917	1
123.0917	1
123.7972	1
124.4889	1
125.2083	1
125.9417	1
126.6889	1
127.1194	5
128.0611	1
128.7417	1
129.4278	1
130.1222	1
130.8528	1
131.5861	1
132.3194	1
133.0222	1
133.7222	1
134.4250	1
135.1194	1
135.8028	1
136.5111	1
137.2500	1
137.9944	1
138.7306	1
139.4389	1
140.1333	1
140.8111	1
141.5250	1
142.2417	1
142.9778	1
143.7111	1
144.4472	1
145.1583	1
145.8667	1
146.5806	1
147.2778	1
147.9750	1
148.7139	1
149.4861	1
150.2167	1
150.9250	1
151.6333	1
152.3250	1
153.0306	1
153.7472	1
154.4639	1
155.2028	1
155.9444	1
156.7028	1
157.4083	1
158.1056	1
158.7917	1
159.2056	5
160.1833	1
160.9472	1
161.6944	1
162.4250	1
163.1389	1
163.8472	1
164.5528	1
165.2583	1
165.9500	1
166.6750	1
167.4167	1
168.1750	1
168.9111	1
169.6167	1
170.3083	1
170.9972	1
171.7194	1
172.4472	1
173.1917	1
173.9139	1
174.6556	1
175.3583	1
176.0611	1
176.7639	1
177.4611	1
178.1528	1
178.8889	1
179.6500	1
180.3806	1
181.0750	1
181.7694	1
182.4611	1
183.1472	1
183.8583	1
184.5667	1
185.2944	1
185.7417	5
186.7444	1
187.4639	1
188.1556	1
188.8278	1
189.5139	1
190.2083	1
190.9444	1
191.6917	1
192.4139	1
193.1167	1
193.8111	1
194.5194	1
195.2028	1
195.8972	1
196.6111	1
197.3500	1
198.0861	1
198.8306	1
199.5306	1
200.2194	1
200.9056	1
201.3472	5
202.3500	1
203.1028	1
203.8278	1
204.5639	1
205.2861	1
205.9972	1
206.3861	5
207.3861	1
208.1028	1
208.8417	1
209.6083	1
210.3528	1
211.0639	1
211.7556	1
212.4556	1
213.1556	1
213.8778	1
214.6028	1
215.3500	1
216.0750	1
216.8194	1
217.5333	1
218.2250	1
218.9083	1
219.6167	1
220.3222	1
221.0667	1
221.8222	1
222.5556	1
223.2472	1
223.9556	1
224.6722	1
225.3611	1
226.0528	1
226.7806	1
227.5167	1
228.2528	1
228.9917	1
229.6944	1
230.3722	1
231.0611	1
231.7889	1
232.5083	1
233.2500	1
233.9750	1
234.7028	1
235.4056	1
236.1194	1
236.8250	1
237.5167	1
238.2222	1
238.9750	1
239.7361	1
240.4722	1
241.1694	1
241.8667	1
242.5500	1
243.2556	1
243.9778	1
244.7056	1
245.4583	1
246.1972	1
246.5222	14
246.9472	1
247.6583	1
248.3556	1
249.0444	1
249.7556	1
250.4778	1
251.2333	1
251.9861	1
252.7250	1
253.4250	1
254.1278	1
254.8500	1
255.5556	1
256.2611	1
257.0056	1
257.7528	1
258.5000	1
259.2500	1
259.9528	1
260.6361	1
261.3444	1
262.0944	1
262.8306	1
263.5694	1
264.3222	1
264.8528	16
265.0667	1
265.7806	1
266.4889	1
267.1917	1
267.9028	1
268.6306	1
269.4028	1
270.1556	1
270.8944	1
271.6028	1
272.3056	1
272.9944	1
273.7250	1
273.9472	14
274.4694	1
275.2139	1
275.9528	1
276.7139	1
277.4472	1
278.1528	1
278.8417	1
279.5417	1
280.2611	1
281.0139	1
281.7778	1
282.5000	1
283.2167	1
283.6500	5
284.6361	1
284.8778	14
285.3333	1
286.0361	1
286.7611	1
287.5028	1
288.2306	1
288.9583	1
289.6611	1
290.3556	1
291.0306	1
291.7417	1
292.4806	1
293.2194	1
293.9361	1
294.6694	1
295.3833	1
295.6389	16
296.0806	1
296.2861	14
296.7833	1
297.4722	1
298.1778	1
298.8972	1
299.6556	1
300.0722	5
301.0944	1
301.7944	1
302.4889	1
303.1667	1
303.8778	1
304.6139	1
305.3500	1
306.0750	1
306.8139	1
307.5417	1
308.2306	1
308.9056	1
309.3278	14
309.6000	1
310.3083	1
311.0444	1
311.7972	1
312.5222	1
312.6667	14
313.2278	1
313.9278	1
314.6389	1
315.3278	1
316.0361	1
316.7611	1
317.5111	1
318.2417	1
318.9806	1
319.6889	1
320.3806	1
321.0611	1
321.7722	1
322.5111	1
323.2639	1
323.9944	1
324.7222	1
325.4361	1
326.1444	1
326.8528	1
327.5472	1
328.2583	1
328.7306	5
329.7611	1
330.5056	1
331.2167	1
331.9056	1
332.6028	1
333.0917	16
333.3000	1
334.0083	1
334.7444	1
335.4889	1
336.2056	1
336.9472	1
337.6667	1
338.3667	1
339.0444	1
339.7528	1
340.4667	1
341.2167	1
341.9806	1
342.3556	14
342.7139	1
343.4111	1
344.1083	1
344.8361	1
345.0000	14
345.5333	1
346.2333	1
346.9750	1
347.7278	1
348.4694	1
349.2083	1
349.9139	1
350.3083	5
351.2972	1
352.0389	1
352.7778	1
353.5278	1
354.2667	1
354.9944	1
355.7000	1
356.4139	1
357.1250	1
357.8333	1
358.5556	1
359.3083	1
360.0722	1
360.8083	1
361.5083	1
362.2000	1
362.9028	1
363.6111	1
364.3361	1
365.0694	1
365.8083	1
366.5389	1
367.2750	1
367.9694	1
368.6611	1
369.3444	1
370.0639	1
370.7917	1
371.5500	1
372.2944	1
373.0250	1
373.7111	1
374.4139	1
375.1306	1
375.8444	1
376.5528	1
377.3000	1
378.0417	1
378.7917	1
379.5167	1
380.2167	1
380.9056	1
381.6083	1
382.3611	1
383.1028	1
383.8444	1
384.5778	1
385.3139	1
386.0056	1
386.7194	1
387.4278	1
388.1389	1
388.8722	1
389.6472	1
390.4028	1
391.1333	1
391.8361	1
392.5250	1
393.2194	1
393.9528	1
394.7028	1
395.4444	1
396.1778	1
396.9278	1
397.6556	1
398.3583	1
399.0472	1
399.7556	1
400.4889	1
401.2472	1
402.0056	1
402.7389	1
403.4583	1
404.1556	1
404.8694	1
405.5778	1
406.2972	1
407.0306	1
407.7806	1
408.1889	5
409.2417	1
409.9528	1
410.6500	1
411.3389	1
412.0611	1
412.8139	1
413.5694	1
414.2861	1
415.0056	1
415.7056	1
416.4028	1
417.1139	1
417.8167	1
418.5333	1
419.2694	1
420.0361	1
420.7583	1
421.4556	1
422.1444	1
422.8444	1
423.5389	1
424.2611	1
425.0028	1
425.7444	1
426.4722	1
427.2111	1
427.9250	1
428.6250	1
429.3222	1
430.0444	1
430.7750	1
431.5389	1
432.3000	1
433.0167	1
433.7139	1
434.4167	1
435.1306	1
435.5667	5
436.5722	1
437.3111	1
438.0500	1
438.7889	1
439.5083	1
440.1944	1
440.5167	16
440.8861	1
441.5778	1
442.3083	1
443.0472	1
443.7917	1
444.5222	1
445.2306	1
445.9194	1
446.6167	1
447.3194	1
448.0222	1
448.7417	1
449.4861	1
450.2500	1
450.9722	1
451.6528	1
452.3389	1
453.0389	1
453.7417	1
454.4667	1
454.8861	5
455.9500	1
456.6833	1
457.4139	1
458.1194	1
458.8111	1
459.5028	1
460.2250	1
460.6833	5
461.7111	1
462.4806	1
463.2000	1
463.8861	1
464.5944	1
465.3111	1
466.0250	1
466.7444	1
467.4917	1
468.2278	1
468.9639	1
469.6889	1
470.3750	1
471.0722	1
471.7861	1
472.5417	1
473.2833	1
474.0278	1
474.7667	1
475.4889	1
476.1889	1
476.8972	1
477.6028	1
478.3278	1
479.0583	1
479.8111	1
480.5556	1
481.2833	1
481.9722	1
482.6611	1
483.1444	5
484.0917	1
484.8417	1
485.5722	1
486.3111	1
487.0250	1
487.7528	1
488.4417	1
489.1333	1
489.8250	1
490.5583	1
491.3083	1
492.0500	1
492.7833	1
493.4972	1
494.1722	1
494.8778	1
495.5917	1
496.3056	1
497.0139	1
497.7556	1
498.4806	1
499.2028	1
499.9222	1
500.6028	1
501.2861	1
502.0028	1
502.7639	1
503.4972	1
504.2278	1
504.9556	1
505.6639	1
506.3583	1
507.0667	1
507.7750	1
508.5000	1
509.2306	1
509.9944	1
510.7389	1
511.4556	1
512.1472	1
512.8361	1
513.5333	1
514.2722	1
515.0278	1
515.7694	1
516.5056	1
517.2361	1
517.9583	1
518.6611	1
519.3528	1
520.0639	1
520.8056	1
521.5611	1
522.3083	1
523.0250	1
523.7306	1
524.4167	1
525.1306	1
525.8333	1
526.5556	1
527.2806	1
528.0333	1
528.7667	1
529.4806	1
530.1861	1
530.8806	1
531.5694	1
532.2972	1
533.0583	1
533.8056	1
534.5278	1
535.2556	1
535.9528	1
536.6556	1
537.3694	1
538.0861	1
538.8222	1
539.5667	1
540.3333	1
541.0667	1
541.7694	1
542.4639	1
543.1722	1
543.8833	1
544.6361	1
545.3861	1
546.1306	1
546.8611	1
547.6000	1
548.3111	1
549.0167	1
549.7250	1
550.4556	1
550.9111	5
551.9556	1
552.0917	14
552.7056	1
553.4139	1
554.1028	1
554.8083	1
555.5194	1
556.2306	1
556.9528	1
557.6806	1
558.4139	1
558.7806	14
559.1417	1
559.8472	1
560.5278	1
561.2222	1
561.9306	1
562.6694	1
563.4139	1
564.1556	1
564.8722	1
565.5806	1
566.2722	1
566.9722	1
567.6861	1
568.4139	1
569.1361	1
569.8833	1
570.6417	1
571.3639	1
572.0417	1
572.7306	1
573.4333	1
574.1583	1
574.9083	1
575.6583	1
576.3917	1
577.1250	1
577.8611	1
578.5583	1
579.2500	1
579.9667	1
580.7167	1
581.4667	1
582.2278	1
582.9667	1
583.6806	1
584.0056	14
584.3694	1
585.0944	1
585.8111	1
586.5472	1
587.2889	1
588.0306	1
588.7556	1
589.1111	14
589.4806	1
590.2028	1
590.8889	1
591.5861	1
592.3222	1
593.0917	1
593.8444	1
594.5778	1
595.3028	1
596.0111	1
596.7250	1
597.4472	1
598.1611	1
598.9028	1
599.6556	1
600.4278	1
